"","id","batch","materialnumber","material","measurementdate","measurementtime","measuregroup","measure","measure_value","device","comment","origin","loggedOn"
"11615",11615,"6000010602",135709,"Decomet VP/13240 HALB",2021-09-30,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",23.87,NA,NA,"sap_qm",NA
"11616",11616,"6000010655",135709,"Decomet VP/13240 HALB",2021-10-08,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.3,NA,NA,"sap_qm",NA
"11617",11617,"6000010653",135709,"Decomet VP/13240 HALB",2021-10-08,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",22,NA,NA,"sap_qm",NA
"11618",11618,"6000010466",135709,"Decomet VP/13240 HALB",2021-09-14,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24,NA,NA,"sap_qm",NA
"11619",11619,"6000010459",135709,"Decomet VP/13240 HALB",2021-09-12,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",38.7,NA,NA,"sap_qm",NA
"11620",11620,"6000010460",135709,"Decomet VP/13240 HALB",2021-09-12,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.3,NA,NA,"sap_qm",NA
"11621",11621,"6000010517",135709,"Decomet VP/13240 HALB",2021-09-20,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",23.9,NA,NA,"sap_qm",NA
"11622",11622,"6000010507",135709,"Decomet VP/13240 HALB",2021-09-17,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",22.9,NA,NA,"sap_qm",NA
"11623",11623,"6000010505",135709,"Decomet VP/13240 HALB",2021-09-17,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",22.1,NA,NA,"sap_qm",NA
"11624",11624,"6000010467",156898,"Decomet VP/14087 HALB",2021-09-14,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",27.7,NA,NA,"sap_qm",NA
"11625",11625,"6000010915",135709,"Decomet VP/13240 HALB",2021-11-09,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",21.1,NA,NA,"sap_qm",NA
"11626",11626,"6000010916",156898,"Decomet VP/14087 HALB",2021-11-09,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",28.1,NA,NA,"sap_qm",NA
"11627",11627,"6000010846",135709,"Decomet VP/13240 HALB",2021-11-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",21.8,NA,NA,"sap_qm",NA
"11628",11628,"6000010783",135709,"Decomet VP/13240 HALB",2021-10-24,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",21.8,NA,NA,"sap_qm",NA
"11629",11629,"6000010799",135709,"Decomet VP/13240 HALB",2021-10-27,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",21.9,NA,NA,"sap_qm",NA
"11630",11630,"6000010656",135709,"Decomet VP/13240 HALB",2021-10-08,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",23.42,NA,NA,"sap_qm",NA
"11631",11631,"6000010658",135709,"Decomet VP/13240 HALB",2021-10-08,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",21.9,NA,NA,"sap_qm",NA
"11632",11632,"6000010712",135709,"Decomet VP/13240 HALB",2021-10-15,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",22.6,NA,NA,"sap_qm",NA
"11633",11633,"6000010680",135709,"Decomet VP/13240 HALB",2021-10-12,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",21.9,NA,NA,"sap_qm",NA
"11634",11634,"6000010782",135709,"Decomet VP/13240 HALB",2021-10-24,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",21.9,NA,NA,"sap_qm",NA
"11635",11635,"6000010725",135709,"Decomet VP/13240 HALB",2021-10-18,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",21.6,NA,NA,"sap_qm",NA
"11636",11636,"6000011062",156898,"Decomet VP/14087 HALB",2021-11-24,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",28.2,NA,NA,"sap_qm",NA
"11637",11637,"6000010958",135709,"Decomet VP/13240 HALB",2021-11-12,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",21.4,NA,NA,"sap_qm",NA
"11638",11638,"6000011166",135709,"Decomet VP/13240 HALB",2021-12-06,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.36,NA,NA,"sap_qm",NA
"11639",11639,"6000011158",135709,"Decomet VP/13240 HALB",2021-12-06,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",23.3,NA,NA,"sap_qm",NA
"11640",11640,"6000011138",135709,"Decomet VP/13240 HALB",2021-12-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",23.1,NA,NA,"sap_qm",NA
"11641",11641,"6000011139",135709,"Decomet VP/13240 HALB",2021-12-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.2,NA,NA,"sap_qm",NA
"11642",11642,"6000011231",135709,"Decomet VP/13240 HALB",2022-01-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",21.6,NA,NA,"sap_qm",NA
"11643",11643,"6000011233",135709,"Decomet VP/13240 HALB",2022-01-03,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",21.3,NA,NA,"sap_qm",NA
"11644",11644,"6000009754",147466,"Decomet VP/14087 - GESPERRT",2021-06-16,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",30.7,NA,NA,"sap_qm",NA
"11645",11645,"6000009736",147466,"Decomet VP/14087 - GESPERRT",2021-06-15,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",30.4,NA,NA,"sap_qm",NA
"11646",11646,"6000009737",131279,"Decomet VP/13240 - GESPERRT",2021-06-15,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.1,NA,NA,"sap_qm",NA
"11647",11647,"6000009623",131279,"Decomet VP/13240 - GESPERRT",2021-06-01,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",26,NA,NA,"sap_qm",NA
"11648",11648,"6000009838",131279,"Decomet VP/13240 - GESPERRT",2021-06-25,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.1,NA,NA,"sap_qm",NA
"11649",11649,"6000009845",147466,"Decomet VP/14087 - GESPERRT",2021-06-28,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",27.5,NA,NA,"sap_qm",NA
"11650",11650,"6000009890",147466,"Decomet VP/14087 - GESPERRT",2021-07-05,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",26.9,NA,NA,"sap_qm",NA
"11651",11651,"6000009907",147466,"Decomet VP/14087 - GESPERRT",2021-07-06,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",28,NA,NA,"sap_qm",NA
"11652",11652,"6000009969",147466,"Decomet VP/14087 - GESPERRT",2021-07-13,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",28.5,NA,NA,"sap_qm",NA
"11653",11653,"6000010019",131279,"Decomet VP/13240 - GESPERRT",2021-07-15,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",25.4,NA,NA,"sap_qm",NA
"11654",11654,"6000009289",157687,"Decomet VP/14087 HALB GEM",2022-09-23,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",30.4,NA,NA,"sap_qm",NA
"11655",11655,"1000107111",149149,"MOCA_3_21_OO_HOM",2023-03-22,"00:00:00","Rakelapplikation Vollton","L* 45°",28.9,NA,NA,"sap_qm",NA
"11656",11656,"1000107112",149149,"MOCA_3_21_OO_HOM",2023-03-20,"00:00:00","Rakelapplikation Vollton","L* 45°",29.4,NA,NA,"sap_qm",NA
"11657",11657,"1000107090",149149,"MOCA_3_21_OO_HOM",2023-03-16,"00:00:00","Rakelapplikation Vollton","L* 45°",30.7,NA,NA,"sap_qm",NA
"11658",11658,"1000106624",149149,"MOCA_3_21_OO_HOM",2023-03-18,"00:00:00","Rakelapplikation Vollton","L* 45°",28.2,NA,NA,"sap_qm",NA
"11659",11659,"6000014689",135709,"Decomet VP/13240 HALB",2023-03-14,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.3,NA,NA,"sap_qm",NA
"11660",11660,"6000014666",135709,"Decomet VP/13240 HALB",2023-03-11,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.9,NA,NA,"sap_qm",NA
"11661",11661,"1000106933",149149,"MOCA_3_21_OO_HOM",2023-03-14,"00:00:00","Rakelapplikation Vollton","L* 45°",30.4,NA,NA,"sap_qm",NA
"11662",11662,"6000014623",135709,"Decomet VP/13240 HALB",2023-03-07,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.3,NA,NA,"sap_qm",NA
"11663",11663,"6000014592",135709,"Decomet VP/13240 HALB",2023-03-02,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.7,NA,NA,"sap_qm",NA
"11664",11664,"1000106069",149149,"MOCA_3_21_OO_HOM",2023-03-11,"00:00:00","Rakelapplikation Vollton","L* 45°",28.2,NA,NA,"sap_qm",NA
"11665",11665,"6000014609",135709,"Decomet VP/13240 HALB",2023-03-06,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.1,NA,NA,"sap_qm",NA
"11666",11666,"6000014533",135709,"Decomet VP/13240 HALB",2023-02-24,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",23.7,NA,NA,"sap_qm",NA
"11667",11667,"6000014510",135709,"Decomet VP/13240 HALB",2023-02-23,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",23.7,NA,NA,"sap_qm",NA
"11668",11668,"6000014299",135709,"Decomet VP/13240 HALB",2023-01-30,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",23.8,NA,NA,"sap_qm",NA
"11669",11669,"6000014291",135709,"Decomet VP/13240 HALB",2023-01-27,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",23.9,NA,NA,"sap_qm",NA
"11670",11670,"6000014274",135709,"Decomet VP/13240 HALB",2023-01-26,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",25.9,NA,NA,"sap_qm",NA
"11671",11671,"6000014266",157687,"Decomet VP/14087 HALB GEM",2023-01-25,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",31.3,NA,NA,"sap_qm",NA
"11672",11672,"6000014140",135709,"Decomet VP/13240 HALB",2023-01-10,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24,NA,NA,"sap_qm",NA
"11673",11673,"6000014373",135709,"Decomet VP/13240 HALB",2023-02-07,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.3,NA,NA,"sap_qm",NA
"11674",11674,"6000014446",135709,"Decomet VP/13240 HALB",2023-02-14,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",26.3,NA,NA,"sap_qm",NA
"11675",11675,"6000014100",157687,"Decomet VP/14087 HALB GEM",2022-12-14,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",30,NA,NA,"sap_qm",NA
"11676",11676,"6000014139",135709,"Decomet VP/13240 HALB",2023-01-10,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",23.7,NA,NA,"sap_qm",NA
"11677",11677,"6000014069",135709,"Decomet VP/13240 HALB",2022-12-07,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",25.3,NA,NA,"sap_qm",NA
"11678",11678,"6000013893",156898,"Decomet VP/14087 HALB",2022-11-16,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",42.2,NA,NA,"sap_qm",NA
"11679",11679,"6000013824",156898,"Decomet VP/14087 HALB",2022-11-07,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",29,NA,NA,"sap_qm",NA
"11680",11680,"6000013958",135709,"Decomet VP/13240 HALB",2022-11-23,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",24.1,NA,NA,"sap_qm",NA
"11681",11681,"6000013963",135709,"Decomet VP/13240 HALB",2022-11-23,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",22.9,NA,NA,"sap_qm",NA
"11682",11682,"6000013982",135709,"Decomet VP/13240 HALB",2022-11-30,"00:00:00","Rakelapplikation sw-Karton RotoS 01500","L* 45°",23.4,NA,NA,"sap_qm",NA
"11683",11683,"1000106069",149149,"MOCA_3_21_OO_HOM",2023-03-11,"00:00:00","Rakelapplikation Vollton","L* 75°",15.6,NA,NA,"sap_qm",NA
"11684",11684,"1000106933",149149,"MOCA_3_21_OO_HOM",2023-03-14,"00:00:00","Rakelapplikation Vollton","L* 75°",15.3,NA,NA,"sap_qm",NA
"11685",11685,"1000106624",149149,"MOCA_3_21_OO_HOM",2023-03-18,"00:00:00","Rakelapplikation Vollton","L* 75°",14.4,NA,NA,"sap_qm",NA
"11686",11686,"1000107090",149149,"MOCA_3_21_OO_HOM",2023-03-16,"00:00:00","Rakelapplikation Vollton","L* 75°",16,NA,NA,"sap_qm",NA
"11687",11687,"1000107112",149149,"MOCA_3_21_OO_HOM",2023-03-20,"00:00:00","Rakelapplikation Vollton","L* 75°",15.9,NA,NA,"sap_qm",NA
"11688",11688,"1000107111",149149,"MOCA_3_21_OO_HOM",2023-03-22,"00:00:00","Rakelapplikation Vollton","L* 75°",15.1,NA,NA,"sap_qm",NA
"11689",11689,"1000103371",149149,"MOCA_3_21_OO_HOM",2023-01-31,"00:00:00","Rakelapplikation Vollton","L* 75°",16.7,NA,NA,"sap_qm",NA
"11690",11690,"1000102662",149149,"MOCA_3_21_OO_HOM",2023-01-25,"00:00:00","Rakelapplikation Vollton","L* 75°",26.8,NA,NA,"sap_qm",NA
"11691",11691,"1000102932",149149,"MOCA_3_21_OO_HOM",2023-01-26,"00:00:00","Rakelapplikation Vollton","L* 75°",19.4,NA,NA,"sap_qm",NA
"11692",11692,"1000095396",149149,"MOCA_3_21_OO_HOM",2022-08-16,"00:00:00","Rakelapplikation Vollton","L* 75°",16.1,NA,NA,"sap_qm",NA
"11693",11693,"1000095079",149149,"MOCA_3_21_OO_HOM",2022-08-09,"00:00:00","Rakelapplikation Vollton","L* 75°",16.6,NA,NA,"sap_qm",NA
"11694",11694,"1000095071",149149,"MOCA_3_21_OO_HOM",2022-08-03,"00:00:00","Rakelapplikation Vollton","L* 75°",16.8,NA,NA,"sap_qm",NA
"11695",11695,"1000096254",149149,"MOCA_3_21_OO_HOM",2022-08-29,"00:00:00","Rakelapplikation Vollton","L* 75°",16,NA,NA,"sap_qm",NA
"11696",11696,"1000098533",149149,"MOCA_3_21_OO_HOM",2022-10-20,"00:00:00","Rakelapplikation Vollton","L* 75°",15.7,NA,NA,"sap_qm",NA
"11697",11697,"1000100458",149149,"MOCA_3_21_OO_HOM",2022-12-15,"00:00:00","Rakelapplikation Vollton","L* 75°",15.2,NA,NA,"sap_qm",NA
"11698",11698,"1000075514",149149,"MOCA_3_21_OO_HOM",2021-11-24,"00:00:00","Rakelapplikation Vollton","L* 75°",16,NA,NA,"sap_qm",NA
"11699",11699,"1000085086",149149,"MOCA_3_21_OO_HOM",2022-03-23,"00:00:00","Rakelapplikation Vollton","L* 75°",16.3,NA,NA,"sap_qm",NA
"11700",11700,"1000086207",149149,"MOCA_3_21_OO_HOM",2022-04-11,"00:00:00","Rakelapplikation Vollton","L* 75°",16.3,NA,NA,"sap_qm",NA
"11701",11701,"1000085645",149149,"MOCA_3_21_OO_HOM",2022-04-07,"00:00:00","Rakelapplikation Vollton","L* 75°",16.2,NA,NA,"sap_qm",NA
"11702",11702,"1000085252",149149,"MOCA_3_21_OO_HOM",2022-03-28,"00:00:00","Rakelapplikation Vollton","L* 75°",15.2,NA,NA,"sap_qm",NA
"11703",11703,"1000088604",149149,"MOCA_3_21_OO_HOM",2022-05-04,"00:00:00","Rakelapplikation Vollton","L* 75°",15.5,NA,NA,"sap_qm",NA
"11704",11704,"1000087554",149149,"MOCA_3_21_OO_HOM",2022-04-27,"00:00:00","Rakelapplikation Vollton","L* 75°",18.2,NA,NA,"sap_qm",NA
"11705",11705,"1000086826",149149,"MOCA_3_21_OO_HOM",2022-04-23,"00:00:00","Rakelapplikation Vollton","L* 75°",17,NA,NA,"sap_qm",NA
"11706",11706,"1000086522",149149,"MOCA_3_21_OO_HOM",2022-04-13,"00:00:00","Rakelapplikation Vollton","L* 75°",17,NA,NA,"sap_qm",NA
"11707",11707,"1000106069",149149,"MOCA_3_21_OO_HOM",2023-03-11,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",12.41,NA,NA,"sap_qm",NA
"11708",11708,"1000106933",149149,"MOCA_3_21_OO_HOM",2023-03-14,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",10.2,NA,NA,"sap_qm",NA
"11709",11709,"1000107112",149149,"MOCA_3_21_OO_HOM",2023-03-20,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",11.94,NA,NA,"sap_qm",NA
"11710",11710,"1000106624",149149,"MOCA_3_21_OO_HOM",2023-03-18,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",10.59,NA,NA,"sap_qm",NA
"11711",11711,"1000107090",149149,"MOCA_3_21_OO_HOM",2023-03-16,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",10.91,NA,NA,"sap_qm",NA
"11712",11712,"1000107111",149149,"MOCA_3_21_OO_HOM",2023-03-22,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",10.92,NA,NA,"sap_qm",NA
"11713",11713,"1000100458",149149,"MOCA_3_21_OO_HOM",2022-12-15,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",10.54,NA,NA,"sap_qm",NA
"11714",11714,"1000102932",149149,"MOCA_3_21_OO_HOM",2023-01-26,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",15.56,NA,NA,"sap_qm",NA
"11715",11715,"1000102662",149149,"MOCA_3_21_OO_HOM",2023-01-25,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",22.08,NA,NA,"sap_qm",NA
"11716",11716,"1000103371",149149,"MOCA_3_21_OO_HOM",2023-01-31,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",12.03,NA,NA,"sap_qm",NA
"11717",11717,"1000098533",149149,"MOCA_3_21_OO_HOM",2022-10-20,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",11.53,NA,NA,"sap_qm",NA
"11718",11718,"1000096254",149149,"MOCA_3_21_OO_HOM",2022-08-29,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",11.89,NA,NA,"sap_qm",NA
"11719",11719,"1000095071",149149,"MOCA_3_21_OO_HOM",2022-08-03,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",12.24,NA,NA,"sap_qm",NA
"11720",11720,"1000095079",149149,"MOCA_3_21_OO_HOM",2022-08-09,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",12.61,NA,NA,"sap_qm",NA
"11721",11721,"1000095396",149149,"MOCA_3_21_OO_HOM",2022-08-16,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",11.87,NA,NA,"sap_qm",NA
"11722",11722,"1000086522",149149,"MOCA_3_21_OO_HOM",2022-04-13,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",13.15,NA,NA,"sap_qm",NA
"11723",11723,"1000086826",149149,"MOCA_3_21_OO_HOM",2022-04-23,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",13.59,NA,NA,"sap_qm",NA
"11724",11724,"1000087554",149149,"MOCA_3_21_OO_HOM",2022-04-27,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",14.33,NA,NA,"sap_qm",NA
"11725",11725,"1000088604",149149,"MOCA_3_21_OO_HOM",2022-05-04,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",11.97,NA,NA,"sap_qm",NA
"11726",11726,"1000085252",149149,"MOCA_3_21_OO_HOM",2022-03-28,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",10.97,NA,NA,"sap_qm",NA
"11727",11727,"1000085645",149149,"MOCA_3_21_OO_HOM",2022-04-07,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",12.89,NA,NA,"sap_qm",NA
"11728",11728,"1000086207",149149,"MOCA_3_21_OO_HOM",2022-04-11,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",12.59,NA,NA,"sap_qm",NA
"11729",11729,"1000085086",149149,"MOCA_3_21_OO_HOM",2022-03-23,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",11.83,NA,NA,"sap_qm",NA
"11730",11730,"1000075514",149149,"MOCA_3_21_OO_HOM",2021-11-24,"00:00:00","Rakelapplikation Vollton","L*110°@HUV015°",12.5,NA,NA,"sap_qm",NA
"11731",11731,"1000075514",149149,"MOCA_3_21_OO_HOM",2021-11-24,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",123.1,NA,NA,"sap_qm",NA
"11732",11732,"1000085086",149149,"MOCA_3_21_OO_HOM",2022-03-23,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",118.9,NA,NA,"sap_qm",NA
"11733",11733,"1000086207",149149,"MOCA_3_21_OO_HOM",2022-04-11,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",121.2,NA,NA,"sap_qm",NA
"11734",11734,"1000086522",149149,"MOCA_3_21_OO_HOM",2022-04-13,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",120.7,NA,NA,"sap_qm",NA
"11735",11735,"1000085645",149149,"MOCA_3_21_OO_HOM",2022-04-07,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",121.5,NA,NA,"sap_qm",NA
"11736",11736,"1000085252",149149,"MOCA_3_21_OO_HOM",2022-03-28,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",118.7,NA,NA,"sap_qm",NA
"11737",11737,"1000088604",149149,"MOCA_3_21_OO_HOM",2022-05-04,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",121.55,NA,NA,"sap_qm",NA
"11738",11738,"1000087554",149149,"MOCA_3_21_OO_HOM",2022-04-27,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",118.87,NA,NA,"sap_qm",NA
"11739",11739,"1000086826",149149,"MOCA_3_21_OO_HOM",2022-04-23,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",120.72,NA,NA,"sap_qm",NA
"11740",11740,"1000095396",149149,"MOCA_3_21_OO_HOM",2022-08-16,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",119.53,NA,NA,"sap_qm",NA
"11741",11741,"1000095079",149149,"MOCA_3_21_OO_HOM",2022-08-09,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",120.16,NA,NA,"sap_qm",NA
"11742",11742,"1000095071",149149,"MOCA_3_21_OO_HOM",2022-08-03,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",118.88,NA,NA,"sap_qm",NA
"11743",11743,"1000096254",149149,"MOCA_3_21_OO_HOM",2022-08-29,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",120.81,NA,NA,"sap_qm",NA
"11744",11744,"1000098533",149149,"MOCA_3_21_OO_HOM",2022-10-20,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",120.47,NA,NA,"sap_qm",NA
"11745",11745,"1000100458",149149,"MOCA_3_21_OO_HOM",2022-12-15,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",120.96,NA,NA,"sap_qm",NA
"11746",11746,"1000103371",149149,"MOCA_3_21_OO_HOM",2023-01-31,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",120.65,NA,NA,"sap_qm",NA
"11747",11747,"1000102932",149149,"MOCA_3_21_OO_HOM",2023-01-26,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",116.99,NA,NA,"sap_qm",NA
"11748",11748,"1000102662",149149,"MOCA_3_21_OO_HOM",2023-01-25,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",111.94,NA,NA,"sap_qm",NA
"11749",11749,"1000107111",149149,"MOCA_3_21_OO_HOM",2023-03-22,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",120.2,NA,NA,"sap_qm",NA
"11750",11750,"1000107090",149149,"MOCA_3_21_OO_HOM",2023-03-16,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",120.45,NA,NA,"sap_qm",NA
"11751",11751,"1000106624",149149,"MOCA_3_21_OO_HOM",2023-03-18,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",118.52,NA,NA,"sap_qm",NA
"11752",11752,"1000107112",149149,"MOCA_3_21_OO_HOM",2023-03-20,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",121.41,NA,NA,"sap_qm",NA
"11753",11753,"1000106933",149149,"MOCA_3_21_OO_HOM",2023-03-14,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",119.69,NA,NA,"sap_qm",NA
"11754",11754,"1000106069",149149,"MOCA_3_21_OO_HOM",2023-03-11,"00:00:00","Rakelapplikation Vollton","L*15°@HUV015°",122.15,NA,NA,"sap_qm",NA
"11755",11755,"1000086826",149149,"MOCA_3_21_OO_HOM",2022-04-23,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",71.58,NA,NA,"sap_qm",NA
"11756",11756,"1000086522",149149,"MOCA_3_21_OO_HOM",2022-04-13,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",70.3,NA,NA,"sap_qm",NA
"11757",11757,"1000087554",149149,"MOCA_3_21_OO_HOM",2022-04-27,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",71.07,NA,NA,"sap_qm",NA
"11758",11758,"1000088604",149149,"MOCA_3_21_OO_HOM",2022-05-04,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",70.41,NA,NA,"sap_qm",NA
"11759",11759,"1000085252",149149,"MOCA_3_21_OO_HOM",2022-03-28,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",68.9,NA,NA,"sap_qm",NA
"11760",11760,"1000085645",149149,"MOCA_3_21_OO_HOM",2022-04-07,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",72.5,NA,NA,"sap_qm",NA
"11761",11761,"1000086207",149149,"MOCA_3_21_OO_HOM",2022-04-11,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",71.7,NA,NA,"sap_qm",NA
"11762",11762,"1000085086",149149,"MOCA_3_21_OO_HOM",2022-03-23,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",69.6,NA,NA,"sap_qm",NA
"11763",11763,"1000100458",149149,"MOCA_3_21_OO_HOM",2022-12-15,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",69.73,NA,NA,"sap_qm",NA
"11764",11764,"1000102662",149149,"MOCA_3_21_OO_HOM",2023-01-25,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",68.15,NA,NA,"sap_qm",NA
"11765",11765,"1000102932",149149,"MOCA_3_21_OO_HOM",2023-01-26,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",68.89,NA,NA,"sap_qm",NA
"11766",11766,"1000103371",149149,"MOCA_3_21_OO_HOM",2023-01-31,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",71.67,NA,NA,"sap_qm",NA
"11767",11767,"1000098533",149149,"MOCA_3_21_OO_HOM",2022-10-20,"00:00:00","Rakelapplikation Vollton","L*25°@HUV025°",70.58,NA,NA,"sap_qm",NA
