"","id","batch","vmp_batch","predecessor","material_SAP","measure","measuredvalue","process","application","logged"
"6325",27333,"Fe 339 KM 370 3","6000011025","SLY 1717",138122,"korr. SUV15@62°",0.01,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6326",27334,"Fe 339 KM 370 3","6000011025","SLY 1717",138122,"korr. H45",9.95,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6327",27335,"Fe 339 KM 370 3","6000011025","SLY 1717",138122,"korr. H75 @",21.01,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6328",27336,"Fe 339 KM 370 3","6000011025","SLY 1717",138122,"d90",35.96,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6329",27337,"Fe 339 KM 370 3","6000011025","SLY 1717",138122,"span",1.24,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6330",27338,"Fe 339 KM 370 3","6000011025","SLY 1717",138122,"m(FeCl3)",649.4,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6331",27339,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"L*-15°",168.86,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6332",27340,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"L*15°",149.77,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6333",27341,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"L*45°",38.16,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6334",27342,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"L*110°",15.83,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6335",27343,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"c45°",24.96,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6336",27344,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"c75°",17,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6337",27345,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"h45°",84.8,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6338",27346,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"Suv15°",0.66,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6339",27347,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"huv15°",65.53,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6340",27348,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"huv-15°",64.85,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6341",27349,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"Si15°",6.92,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6342",27350,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"Sa15°",16,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6343",27351,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"CuV15°",98.98,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6344",27352,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"dE*15°",0.3,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6345",27353,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"dE*45°",0.14,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6346",27354,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"dE*110°",0.17,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6347",27355,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"Alman",26.94,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6348",27356,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"Glanz",44.56,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6349",27357,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"Gdiff",4.66,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6350",27358,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"korr. SUV15@62°",-0.09,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6351",27359,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"korr. H45",0,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6352",27360,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"korr. H75 @",0,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6353",27361,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"d10",9.95,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6354",27363,"Fe 339 10% KM 370 1","6000011025","SLY 1717",138122,"m(FeCl3)",578.1,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6355",27364,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"L*-15°",166.65,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6356",27365,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"L*15°",146.99,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6357",27366,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"L*45°",37.92,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6358",27367,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"L*110°",16.01,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6359",27368,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"c45°",29.04,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6360",27369,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"c75°",19.66,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6361",27370,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"h45°",83.46,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6362",27371,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"Suv15°",0.78,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6363",27372,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"huv15°",64.11,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6364",27373,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"huv-15°",63.87,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6365",27374,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"Si15°",6.57,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6366",27375,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"Sa15°",16.48,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6367",27376,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"CuV15°",114.26,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6368",27377,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"dE*15°",0.44,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6369",27378,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"dE*45°",0.27,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6370",27379,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"dE*110°",0.25,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6371",27380,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"Alman",26.43,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6372",27381,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"Glanz",41.86,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6373",27382,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"Gdiff",4.65,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6374",27383,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"korr. SUV15@62°",-0.04,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6375",27384,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"korr. H45",0,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6376",27385,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"korr. H75 @",0,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6377",27386,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"d50",21.01,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6378",27388,"Fe 339 10% KM 370 2","6000011025","SLY 1717",138122,"m(FeCl3)",614.4,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6379",27389,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"L*-15°",163.96,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6380",27390,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"L*15°",144.71,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6381",27391,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"L*45°",37.44,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6382",27392,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"L*110°",15.85,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6383",27393,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"c45°",32.12,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6384",27394,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"c75°",21.43,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6385",27395,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"h45°",81.73,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6386",27396,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"Suv15°",0.88,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6387",27397,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"huv15°",62.26,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6388",27398,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"huv-15°",62.52,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6389",27399,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"Si15°",7.06,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6390",27400,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"Sa15°",17.19,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6391",27401,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"CuV15°",127.66,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6392",27402,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"dE*15°",0.16,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6393",27403,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"dE*45°",0.11,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6394",27404,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"dE*110°",0.13,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6395",27405,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"Alman",26.24,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6396",27406,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"Glanz",40.15,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6397",27407,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"Gdiff",4.75,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6398",27408,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"korr. SUV15@62°",-0.01,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6399",27409,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"korr. H45",9.95,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6400",27410,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"korr. H75 @",21.01,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6401",27411,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"d90",35.96,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6402",27412,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"span",1.24,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6403",27413,"Fe 339 10% KM 370 3","6000011025","SLY 1717",138122,"m(FeCl3)",649.4,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6404",27414,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"L*-15°",163.78,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6405",27415,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"L*15°",142.93,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6406",27416,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"L*45°",33.21,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6407",27417,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"L*110°",13.09,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6408",27418,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"c45°",28.35,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6409",27419,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"c75°",18.74,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6410",27420,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"h45°",82.71,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6411",27421,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"Suv15°",0.85,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6412",27422,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"huv15°",62.86,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6413",27423,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"huv-15°",62.68,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6414",27424,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"Si15°",9.07,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6415",27425,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"Sa15°",21.56,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6416",27426,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"CuV15°",121.3,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6417",27427,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"dE*15°",0.14,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6418",27428,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"dE*45°",1.6,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6419",27429,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"dE*110°",4.19,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6420",27430,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"Alman",29.33,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6421",27431,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"Glanz",58.48,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6422",27432,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"Gdiff",5.33,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6423",27433,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"korr. SUV15@62°",-0.02,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6424",27434,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"korr. H45",0,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6425",27435,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"korr. H75 @",0,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6426",27436,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"d10",10.93,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6427",27438,"Fe 342 KM 370 1","6000011086","SLY 1377",138122,"m(FeCl3)",533,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6428",27439,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"L*-15°",160.42,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6429",27440,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"L*15°",139.6,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6430",27441,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"L*45°",32.55,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6431",27442,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"L*110°",12.66,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6432",27443,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"c45°",30.94,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6433",27444,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"c75°",20,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6434",27445,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"h45°",80.83,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6435",27446,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"Suv15°",0.96,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6436",27447,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"huv15°",60.73,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6437",27448,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"huv-15°",61.28,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6438",27449,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"Si15°",8.38,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6439",27450,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"Sa15°",22.01,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6440",27451,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"CuV15°",134.37,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6441",27452,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"dE*15°",0.5,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6442",27453,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"dE*45°",2,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6443",27454,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"dE*110°",4.76,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6444",27455,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"Alman",29.1,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6445",27456,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"Glanz",56.28,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6446",27457,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"Gdiff",5.39,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6447",27458,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"korr. SUV15@62°",0.02,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6448",27459,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"korr. H45",0,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6449",27460,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"korr. H75 @",0,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6450",27461,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"d50",22.84,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6451",27463,"Fe 342 KM 370 2","6000011086","SLY 1377",138122,"m(FeCl3)",569.3,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6452",27464,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"L*-15°",155.8,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6453",27465,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"L*15°",135.15,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6454",27466,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"L*45°",31.85,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6455",27467,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"L*110°",12.37,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6456",27468,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"c45°",32.8,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6457",27469,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"c75°",21.21,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6458",27470,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"h45°",78,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6459",27471,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"Suv15°",1.07,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6460",27472,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"huv15°",56.99,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6461",27473,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"huv-15°",58.3,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6462",27474,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"Si15°",8.35,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6463",27475,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"Sa15°",21.79,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6464",27476,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"CuV15°",144.17,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6465",27477,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"dE*15°",0.53,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6466",27478,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"dE*45°",2.67,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6467",27479,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"dE*110°",5.55,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6468",27480,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"Alman",28.58,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6469",27481,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"Glanz",53.44,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6470",27482,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"Gdiff",5.36,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6471",27483,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"korr. SUV15@62°",0.04,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6472",27484,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"korr. H45",10.93,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6473",27485,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"korr. H75 @",22.84,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6474",27486,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"d90",39.47,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6475",27487,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"span",1.25,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6476",27488,"Fe 342 KM 370 3","6000011086","SLY 1377",138122,"m(FeCl3)",604.4,"Standard","Koloristik 7%",2022-06-27 15:43:00
"6477",27489,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"L*-15°",168.17,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6478",27490,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"L*15°",147.83,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6479",27491,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"L*45°",34.68,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6480",27492,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"L*110°",14.88,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6481",27493,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"c45°",28.97,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6482",27494,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"c75°",19.86,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6483",27495,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"h45°",82.23,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6484",27496,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"Suv15°",0.85,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6485",27497,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"huv15°",62.74,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6486",27498,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"huv-15°",62.63,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6487",27499,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"Si15°",7.35,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6488",27500,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"Sa15°",18.43,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6489",27501,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"CuV15°",125.12,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6490",27502,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"dE*15°",0.1,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6491",27503,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"dE*45°",0.06,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6492",27504,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"dE*110°",0.26,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6493",27505,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"Alman",29.01,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6494",27506,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"Glanz",51.92,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6495",27507,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"Gdiff",4.73,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6496",27508,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"korr. SUV15@62°",-0.02,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6497",27509,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"korr. H45",0,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6498",27510,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"korr. H75 @",0,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6499",27511,"Fe 342 10% KM 370 3","6000011086","SLY 1377",138122,"d10",10.93,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6500",27513,"Fe 342 10% KM 370 1","6000011086","SLY 1377",138122,"m(FeCl3)",533,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6501",27514,"Fe 342 10% KM 370 2","6000011086","SLY 1377",138122,"L*-15°",165.19,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6502",27515,"Fe 342 10% KM 370 2","6000011086","SLY 1377",138122,"L*15°",145.26,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6503",27516,"Fe 342 10% KM 370 2","6000011086","SLY 1377",138122,"L*45°",34.15,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6504",27517,"Fe 342 10% KM 370 2","6000011086","SLY 1377",138122,"L*110°",14.39,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6505",27518,"Fe 342 10% KM 370 2","6000011086","SLY 1377",138122,"c45°",31.56,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6506",27519,"Fe 342 10% KM 370 2","6000011086","SLY 1377",138122,"c75°",21.47,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6507",27520,"Fe 342 10% KM 370 2","6000011086","SLY 1377",138122,"h45°",80.61,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6508",27521,"Fe 342 10% KM 370 2","6000011086","SLY 1377",138122,"Suv15°",0.95,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6509",27522,"Fe 342 10% KM 370 2","6000011086","SLY 1377",138122,"huv15°",60.75,"Standard","Koloristik 10%",2022-06-27 15:43:00
"6510",27523,"Fe 342 10% KM 370 2","6000011086","SLY 1377",138122,"huv-15°",61.32,"Standard","Koloristik 10%",2022-06-27 15:43:00
