"","id","batch","batch_material","batch_materialnumber","batch_manufacturingdate","batch_process","batch_type","predecessor","predecessor_material","predecessor_materialnumber","predecessor_manufacturingdate","predecessor_process","predecessor_type","tree","comments"
"857",864,"1000091403","SICA_6_21_FKU",135230,2022-06-10,"Standard",NA,"1000072996","SICA_6_21_SLY",137942,2022-07-21,"Standard",NA,NA,NA
"858",865,"1000091899","SICA_6_21_FKU",135230,2022-06-22,"Standard",NA,"1000072996","SICA_6_21_SLY",137942,2022-07-21,"Standard",NA,NA,NA
"859",866,"1000091899","SICA_6_21_FKU",135230,2022-06-22,"Standard",NA,"1000072996","SICA_6_21_SLY",137942,2022-07-21,"Standard",NA,NA,NA
"860",867,"1000092668","MOCA_6_21_YY_HOM",138122,2022-07-21,"Standard",NA,"1000072996","SICA_6_21_SLY",137942,2022-07-21,"Standard",NA,NA,NA
"861",868,"1000092668","MOCA_6_21_YY_HOM",138122,2022-07-21,"Standard",NA,"1000072996","SICA_6_21_SLY",137942,2022-07-21,"Standard",NA,NA,NA
"862",869,"1000093583","SICA_3_21_FKU",149140,2022-07-13,NA,NA,"6000012388","Decomet VP/13240 HALB",135709,2022-08-03,"Standard",NA,NA,NA
"863",870,"1000093992","MOCA_6_21_YY_HOM",138122,2022-07-28,"Standard",NA,"6000012388","Decomet VP/13240 HALB",135709,2022-08-03,"Standard",NA,NA,NA
"864",871,"1000093992","MOCA_6_21_YY_HOM",138122,2022-07-28,"Standard",NA,"6000012388","Decomet VP/13240 HALB",135709,2022-08-03,"Standard",NA,NA,NA
"865",872,"1000095071","MOCA_3_21_OO_HOM",149149,2022-08-03,"Standard",NA,"6000012388","Decomet VP/13240 HALB",135709,2022-08-03,"Standard",NA,NA,NA
"866",873,"1000095071","MOCA_3_21_OO_HOM",149149,2022-08-03,"Standard",NA,"6000012388","Decomet VP/13240 HALB",135709,2022-08-03,"Standard",NA,NA,NA
"867",874,"1000097479","SICA_3_21_SLY",149141,2022-09-22,NA,NA,"1000097421","SICA_3_21_FKU",149140,2022-09-22,"Standard",NA,NA,NA
"868",875,"6000002415","Decomet VP/13240 - GESPERRT",131279,2019-05-07,"C1",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"869",876,"6000002662","Decomet VP/13240 - GESPERRT",131279,2019-05-23,"C1",NA,"6000002404","Decomet VP/13240 - GESPERRT",131279,2019-05-27,"C1",NA,NA,NA
"870",877,"6000002697","Decomet VP/13240 - GESPERRT",131279,2019-06-06,"C1",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"871",878,"6000003054","Decomet VP/13240 - GESPERRT",131279,2019-07-12,"C1",NA,"6000000557","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"872",879,"6000003739","Decomet VP/13240 - GESPERRT",131279,2019-08-29,"C1",NA,"6000003527","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"873",880,"6000004231","Decomet VP/13240 - GESPERRT",131279,2019-10-08,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"874",881,"6000004393","Decomet VP/13240 - GESPERRT",131279,2019-10-23,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"875",882,"6000004425","Decomet VP/13240 - GESPERRT",131279,2019-10-23,"C1",NA,"6000004212","MetPETFoil-Al-AC5, bds4f14",147422,2019-05-23,"C1","gamma",NA,NA
"876",883,"6000004729","Decomet VP/13240 - GESPERRT",131279,2019-11-27,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"877",884,"6000004857","Decomet VP/13240 - GESPERRT",131279,2019-12-12,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"878",885,"6000006148","Decomet VP/14087 - GESPERRT",147466,2020-04-27,"Standard",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"879",886,"6000006273","Decomet VP/13240 - GESPERRT",131279,2020-05-13,"C1",NA,"6000004712","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"880",887,"6000006639","Decomet VP/13240 - GESPERRT",131279,2020-07-19,"Standard",NA,"6000004712","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"881",888,"6000006929","Decomet VP/13240 - GESPERRT",131279,2020-08-07,"C1",NA,"7000000012","MetPETFoil-Al-AC0, bds4f14",109797,2020-06-03,NA,NA,NA,NA
"882",889,"6000007601","Decomet VP/13240 - GESPERRT",131279,2020-11-04,"C1",NA,"7000000027","MetPETFoil-Al-AC0, bds4f14",109797,2020-08-10,NA,"gamma",NA,NA
"883",890,"6000007747","Decomet VP/13240 - GESPERRT",131279,2020-11-19,"C1",NA,"6000006824","Decomet VP/13240 - GESPERRT",131279,2020-11-19,NA,"gamma",NA,NA
"884",891,"6000007994","Decomet VP/13240 - GESPERRT",131279,2020-12-03,"C1",NA,"7000000041","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-01,NA,"gamma",NA,NA
"885",892,"6000008115","Decomet VP/13240 - GESPERRT",131279,2020-12-16,"C1",NA,"6000007994","Decomet VP/13240 - GESPERRT",131279,2020-12-16,"C1","gamma",NA,NA
"886",893,"6000008221","Decomet VP/14087 - GESPERRT",147466,2021-01-13,"C1",NA,"6000008063","Decomet VP/14087 - GESPERRT",147466,2021-01-13,"C1","gamma",NA,NA
"887",894,"6000008332","Decomet VP/13240 - GESPERRT",131279,2021-01-22,"C1",NA,"7000000040","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-03,NA,"gamma",NA,NA
"888",895,"6000008417","Decomet VP/13240 - GESPERRT",131279,2021-02-02,"C1",NA,"7000000116","MetPETFoil-Al-AC0, bds4f14",109797,2020-10-27,NA,"gamma",NA,NA
"889",896,"6000008712","Decomet VP/13240 - GESPERRT",131279,2021-02-24,"C1",NA,"7000000039","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-01,NA,"gamma",NA,NA
"890",897,"6000009455","Decomet VP/13240 - GESPERRT",131279,2021-05-08,"C1",NA,"7000000118","MetPETFoil-Al-AC0, bds4f14",109797,2020-10-29,NA,"gamma",NA,NA
"891",898,"6000009736","Decomet VP/14087 - GESPERRT",147466,2021-06-17,"C1",NA,"7000000219","MetPETFoil-Al-AC0, bds4f14",109797,2021-01-28,NA,"gamma",NA,NA
"892",899,"6000010066","Decomet VP/14087 - GESPERRT",147466,2021-07-26,"C1",NA,"7000000224","MetPETFoil-Al-AC0, bds4f14",109797,2021-02-01,NA,"gamma",NA,NA
"893",900,"6000010517","Decomet VP/13240 HALB",135709,2021-09-23,"C1",NA,"7000000341","MetPETFoil-Al-AC0, bds4f14",109797,2021-05-10,NA,"gamma",NA,NA
"894",901,"6000010521","Decomet VP/13240 HALB",135709,2021-09-26,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"895",902,"6000010712","Decomet VP/13240 HALB",135709,2021-10-22,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"896",903,"6000010782","Decomet VP/13240 HALB",135709,2021-10-26,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"897",904,"6000011138","Decomet VP/13240 HALB",135709,2021-12-06,"C1",NA,"7000000513","MetPETFoil-Al-AC0, bds4f14",109797,2021-09-08,NA,"gamma",NA,NA
"898",905,"6000011166","Decomet VP/13240 HALB",135709,2021-12-08,"C1",NA,"7000000508","MetPETFoil-Al-AC0, bds4f14",109797,2021-09-02,NA,"gamma",NA,NA
"899",906,"6000011231","Decomet VP/13240 HALB",135709,2022-01-10,"C1",NA,"6000010782","Decomet VP/13240 HALB",135709,2022-01-10,"C1","gamma",NA,NA
"900",907,"6000011233","Decomet VP/13240 HALB",135709,2022-01-10,"Umgearbeitete Ausgangscharge",NA,"6000010846","Decomet VP/13240 HALB",135709,2022-01-10,"C1","gamma",NA,NA
"901",908,"6000011750","Decomet VP/13240 HALB",135709,2022-02-22,"C1",NA,"7000000510","MetPETFoil-Al-AC0, bds4f14",109797,2021-09-07,NA,"gamma",NA,NA
"902",909,"6000012126","Decomet VP/13240 HALB",135709,2022-03-28,"C1",NA,"7000000576","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-25,NA,"gamma",NA,NA
"903",910,"6000012184","Decomet VP/13240 HALB",135709,2022-03-30,"C1",NA,"6000012038","Decomet VP/13240 HALB",135709,2022-03-30,NA,"gamma",NA,NA
"904",911,"6000012388","Decomet VP/13240 HALB",135709,2022-04-25,"C1",NA,"7000000726","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-19,NA,"gamma",NA,NA
"905",912,"6000012491","Decomet VP/14087 HALB GEM",157687,2022-05-04,"C1",NA,"6000012091","Decomet VP/14087 HALB",156898,2022-05-04,NA,"gamma",NA,NA
"906",913,"6000012539","Decomet VP/13240 HALB",135709,2022-05-10,"C1",NA,"7000000580","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-29,NA,"gamma",NA,NA
"907",914,"6000012651","Decomet VP/13240 HALB",135709,2022-05-23,"C1",NA,"7000000649","MetPETFoil-Al-AC0, bds4f14",109797,2022-01-21,NA,"gamma",NA,NA
"908",915,"6000012861","Decomet VP/14087 HALB",156898,2022-06-22,"C1",NA,"6000005692","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma",NA,NA
"909",916,"6000012969","Decomet VP/13240 HALB",135709,2022-07-06,"C1",NA,"6000012236","Decomet VP/13240 HALB",135709,2022-07-24,NA,"gamma",NA,NA
"910",917,"6000013082","Decomet VP/13240 HALB",135709,2022-07-21,"Standard",NA,"6000012236","Decomet VP/13240 HALB",135709,2022-07-24,NA,"gamma",NA,NA
"911",918,"6000013082","Decomet VP/13240 HALB",135709,2022-07-21,"Standard",NA,"6000012236","Decomet VP/13240 HALB",135709,2022-07-24,NA,"gamma",NA,NA
"912",919,"6000013109","Decomet VP/13240 HALB",135709,2022-07-24,"Standard",NA,"6000012236","Decomet VP/13240 HALB",135709,2022-07-24,NA,"gamma",NA,NA
"913",920,"6000013109","Decomet VP/13240 HALB",135709,2022-07-24,"Standard",NA,"6000012236","Decomet VP/13240 HALB",135709,2022-07-24,NA,"gamma",NA,NA
"914",921,"6000013228","Decomet VP/13240 HALB",135709,2022-08-08,"C1",NA,"7000000725","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-18,NA,"gamma",NA,NA
"915",922,"6000013417","Decomet VP/13240 HALB",135709,2022-09-06,"C1",NA,"7000000729","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma",NA,NA
"916",923,"F1/100","SICA_6_21_FKU",135230,2019-01-31,"Standard",NA,"7000000729","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma",NA,NA
"917",924,"F1/104","SICA_6_21_FKU",135230,2019-03-07,NA,NA,"6000001528","Decomet VP/13240 - GESPERRT",131279,2019-03-07,"C1",NA,NA,NA
"918",925,"F1/105","SICA_6_21_FKU",135230,2019-03-14,"Umgearbeitete Ausgangscharge",NA,"6000001013","MetPETFoil-Al-AC0, bds4f14",109797,2019-03-07,"C1",NA,NA,NA
"919",926,"F1/110","SICA_6_21_FKU",135230,2019-05-09,NA,NA,"6000001956","Decomet VP/13240 - GESPERRT",131279,2019-05-09,"C1",NA,NA,NA
"920",927,"F1/115","SICA_6_21_FKU",135230,2019-06-14,"Umgearbeitete Ausgangscharge",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"921",928,"F1/122","SICA_6_21_FKU",135230,2019-08-08,NA,NA,"6000002858","Decomet VP/13240 - GESPERRT",131279,2019-08-08,"C1",NA,NA,NA
"922",929,"F1/129","SICA_6_21_FKU",135230,2019-09-18,"Umgearbeitete Ausgangscharge",NA,"6000000557","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"923",930,"F1/137","SICA_6_21_FKU",135230,2020-01-09,NA,NA,"6000004469","Decomet VP/13240 - GESPERRT",131279,2020-01-14,"C1",NA,NA,NA
"924",931,"F1/153","SICA_6_21_FKU",135230,2020-04-21,"Standard",NA,"6000004469","Decomet VP/13240 - GESPERRT",131279,2020-01-14,"C1",NA,NA,NA
"925",932,"F1/153","SICA_6_21_FKU",135230,2020-04-21,"Standard",NA,"6000004469","Decomet VP/13240 - GESPERRT",131279,2020-01-14,"C1",NA,NA,NA
"926",933,"F1/SLY113","SICA_6_21_SLY",137942,2019-06-12,NA,NA,"F1/113","SICA_6_21_FKU",135230,2019-06-12,"C1",NA,NA,NA
"927",934,"F1/SLY115","SICA_6_21_SLY",137942,2019-06-24,"Umgearbeitete Ausgangscharge",NA,"6000002589","Decomet VP/13240 - GESPERRT",131279,2019-06-24,"C1",NA,NA,NA
"928",935,"F1/SLY136","SICA_6_21_SLY",137942,2019-12-10,NA,NA,"F1/136","SICA_6_21_FKU",135230,2020-03-25,NA,NA,NA,NA
"929",936,"F1/SLY138","SICA_6_21_SLY",137942,2020-01-20,"Standard",NA,"F1/136","SICA_6_21_FKU",135230,2020-03-25,NA,NA,NA,NA
"930",937,"F1/SLY138","SICA_6_21_SLY",137942,2020-01-20,"Standard",NA,"F1/136","SICA_6_21_FKU",135230,2020-03-25,NA,NA,NA,NA
"931",938,"F1/SLY140","SICA_6_21_SLY",137942,2020-01-27,"Standard",NA,"F1/136","SICA_6_21_FKU",135230,2020-03-25,NA,NA,NA,NA
"932",939,"F1/SLY140","SICA_6_21_SLY",137942,2020-01-27,"Standard",NA,"F1/136","SICA_6_21_FKU",135230,2020-03-25,NA,NA,NA,NA
"933",940,"F1/SLY146","SICA_6_21_SLY",137942,2020-03-17,"Standard",NA,"F1/136","SICA_6_21_FKU",135230,2020-03-25,NA,NA,NA,NA
"934",941,"F1/SLY146","SICA_6_21_SLY",137942,2020-03-17,"Standard",NA,"F1/136","SICA_6_21_FKU",135230,2020-03-25,NA,NA,NA,NA
"935",942,"F1/SLY148","SICA_6_21_SLY",137942,2020-03-25,"Standard",NA,"F1/136","SICA_6_21_FKU",135230,2020-03-25,NA,NA,NA,NA
"936",943,"F1/SLY148","SICA_6_21_SLY",137942,2020-03-25,"Standard",NA,"F1/136","SICA_6_21_FKU",135230,2020-03-25,NA,NA,NA,NA
"937",944,"F1/SLY161","SICA_3_21_SLY",149141,2020-11-20,NA,NA,"F1/161","SICA_3_21_FKU",149140,2020-11-20,"Umgearbeitete Ausgangscharge",NA,NA,NA
"938",945,"F12/HOM117","MOCA_6_21_YY_HOM",138122,2019-10-11,NA,NA,"F1/SLY124","SICA_6_21_SLY",137942,2019-09-20,"Standard",NA,NA,NA
"939",946,"F12/HOM118","MOCA_6_21_YY_HOM",138122,2019-10-16,NA,NA,"F1/SLY125","SICA_6_21_SLY",137942,2019-10-16,"Umgearbeitete Ausgangscharge",NA,NA,NA
"940",947,"F12/HOM133","MOCA_6_21_YS_HOM",140489,2020-02-06,NA,NA,"F1/SLY138","SICA_6_21_SLY",137942,2019-05-16,"Standard",NA,NA,NA
"941",948,"F12/HOM151","MOCA_6_21_YY_HOM",138122,2020-06-16,"Standard",NA,"F1/SLY138","SICA_6_21_SLY",137942,2019-05-16,"Standard",NA,NA,NA
"942",949,"F12/HOM155","MOCA_6_21_YY_HOM",138122,2020-09-23,"Standard",NA,"F1/SLY138","SICA_6_21_SLY",137942,2019-05-16,"Standard",NA,NA,NA
"943",950,"F12/HOM155","MOCA_6_21_YY_HOM",138122,2020-09-23,"Standard",NA,"F1/SLY138","SICA_6_21_SLY",137942,2019-05-16,"Standard",NA,NA,NA
"944",951,"F12/HOM95","MOCA_6_21_YS_HOM",140489,2019-05-16,"Standard",NA,"F1/SLY138","SICA_6_21_SLY",137942,2019-05-16,"Standard",NA,NA,NA
"945",952,"F12/HOM97","MOCA_6_21_YY_HOM",138122,2019-05-24,NA,NA,"F1/SLY108","SICA_6_21_SLY",137942,2019-05-24,"Standard",NA,NA,NA
"946",953,"SLY/MIX1","SICA_6_21_SLY_MIX",147493,2019-09-20,"Umgearbeitete Ausgangscharge",NA,"F1/SLY124","SICA_6_21_SLY",137942,2019-09-20,"Standard",NA,NA,NA
"947",954,"1000051993","SICA_3_21_FKU",149140,2021-03-08,NA,NA,"6000008102","Decomet VP/13240 - GESPERRT",131279,2021-03-08,"C1",NA,NA,NA
"948",955,"1000052945","SICA_3_21_SLY",149141,2021-03-16,NA,NA,"1000051993","SICA_3_21_FKU",149140,2021-03-16,NA,"gamma",NA,NA
"949",956,"1000053036","MOCA_3_21_OO_HOM",149149,2021-03-16,"Standard",NA,"1000051993","SICA_3_21_FKU",149140,2021-03-16,NA,"gamma",NA,NA
"950",957,"1000053036","MOCA_3_21_OO_HOM",149149,2021-03-16,"Standard",NA,"1000051993","SICA_3_21_FKU",149140,2021-03-16,NA,"gamma",NA,NA
"951",958,"1000053898","SICA_3_21_FKU",149140,2021-03-29,NA,NA,"6000008337","Decomet VP/13240 - GESPERRT",131279,2021-03-29,NA,"gamma",NA,NA
"952",959,"1000059680","SICA_6_21_SLY_MIX",147493,2021-05-26,NA,NA,"1000057617","SICA_6_21_SLY",137942,2021-05-26,NA,"gamma",NA,NA
"953",960,"1000059712","SICA_6_21_FKU",135230,2021-05-26,"Standard",NA,"1000057617","SICA_6_21_SLY",137942,2021-05-26,NA,"gamma",NA,NA
"954",961,"1000059712","SICA_6_21_FKU",135230,2021-05-26,"Standard",NA,"1000057617","SICA_6_21_SLY",137942,2021-05-26,NA,"gamma",NA,NA
"955",962,"1000060496","MOCA_6_21_YY_HOM",138122,2021-06-03,"Umgearbeitete Ausgangscharge",NA,"1000057645","SICA_6_21_FKU",135230,2021-06-03,NA,"gamma",NA,NA
"956",963,"1000063149","MOCA_6_21_YY_HOM",138122,2021-07-08,NA,NA,"1000061627","SICA_6_21_SLY",137942,2021-07-08,"Standard",NA,NA,NA
"957",964,"1000063794","MOCA_6_21_YY_HOM",138122,2021-07-24,"Umgearbeitete Ausgangscharge",NA,"1000062699","SICA_6_21_FKU",135230,2021-07-24,"Standard",NA,NA,NA
"958",965,"1000066705","MOCA_6_21_YY_HOM",138122,2021-08-13,NA,NA,"1000063444","SICA_6_21_SLY",137942,2021-08-12,NA,NA,NA,NA
"959",966,"1000069475","SICA_6_21_FKU",135230,2021-09-16,"Standard",NA,"1000063444","SICA_6_21_SLY",137942,2021-08-12,NA,NA,NA,NA
"960",967,"1000069475","SICA_6_21_FKU",135230,2021-09-16,"Standard",NA,"1000063444","SICA_6_21_SLY",137942,2021-08-12,NA,NA,NA,NA
"961",968,"1000069744","MOCA_6_21_YY_HOM",138122,2021-09-15,NA,NA,"1000067496","MOCA_6_21_YY_HOM",138122,2021-09-15,"Standard",NA,NA,NA
"962",969,"1000073476","SICA_6_21_SLY",137942,2021-10-28,NA,NA,"1000073470","SICA_6_21_FKU",135230,2022-03-03,"Standard",NA,NA,NA
"963",970,"1000076334","SICA_6_21_SLY",137942,2021-12-03,"Standard",NA,"1000073470","SICA_6_21_FKU",135230,2022-03-03,"Standard",NA,NA,NA
"964",971,"1000076334","SICA_6_21_SLY",137942,2021-12-03,"Standard",NA,"1000073470","SICA_6_21_FKU",135230,2022-03-03,"Standard",NA,NA,NA
"965",972,"1000081850","SICA_6_21_FKU",135230,2022-02-14,"Standard",NA,"1000073470","SICA_6_21_FKU",135230,2022-03-03,"Standard",NA,NA,NA
"966",973,"1000081850","SICA_6_21_FKU",135230,2022-02-14,"Standard",NA,"1000073470","SICA_6_21_FKU",135230,2022-03-03,"Standard",NA,NA,NA
"967",974,"1000083180","SICA_6_21_FKU",135230,2022-03-03,"Standard",NA,"1000073470","SICA_6_21_FKU",135230,2022-03-03,"Standard",NA,NA,NA
"968",975,"1000083180","SICA_6_21_FKU",135230,2022-03-03,"Standard",NA,"1000073470","SICA_6_21_FKU",135230,2022-03-03,"Standard",NA,NA,NA
"969",976,"1000083182","MOCA_6_21_YY_HOM",138122,2022-03-02,NA,NA,"1000079413","SICA_6_21_SLY",137942,2022-06-29,"Standard",NA,NA,NA
"970",977,"1000091969","MOCA_6_21_YY_HOM",138122,2022-06-29,"Standard",NA,"1000079413","SICA_6_21_SLY",137942,2022-06-29,"Standard",NA,NA,NA
"971",978,"1000091969","MOCA_6_21_YY_HOM",138122,2022-06-29,"Standard",NA,"1000079413","SICA_6_21_SLY",137942,2022-06-29,"Standard",NA,NA,NA
"972",979,"1000097421","SICA_3_21_FKU",149140,2022-09-16,NA,NA,"6000012359","Decomet VP/13240 HALB",135709,2022-09-16,"Standard",NA,NA,NA
"973",980,"1000097991","SICA_3_21_FKU",149140,2022-09-27,NA,NA,"6000012419","Decomet VP/13240 HALB",135709,2022-09-27,"Standard",NA,NA,NA
"974",981,"1000097992","SICA_3_21_SLY",149141,2022-09-30,NA,NA,"1000097991","SICA_3_21_FKU",149140,2022-10-20,NA,"gamma",NA,NA
"975",982,"1000098533","MOCA_3_21_OO_HOM",149149,2022-10-20,"Standard",NA,"1000097991","SICA_3_21_FKU",149140,2022-10-20,NA,"gamma",NA,NA
"976",983,"1000098533","MOCA_3_21_OO_HOM",149149,2022-10-20,"Standard",NA,"1000097991","SICA_3_21_FKU",149140,2022-10-20,NA,"gamma",NA,NA
"977",984,"1000100451","SICA_6_21_SLY",137942,2022-11-28,NA,NA,"1000100450","SICA_6_21_FKU",135230,2022-11-28,"Standard",NA,NA,NA
"978",985,"6000002481","Decomet VP/13240 - GESPERRT",131279,2019-05-10,"C1",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"979",986,"6000002679","Decomet VP/13240 - GESPERRT",131279,2019-06-06,"C1",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"980",987,"6000002747","Decomet VP/13240 - GESPERRT",131279,2019-06-01,"C1",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"981",988,"6000003299","Decomet VP/13240 - GESPERRT",131279,2019-07-23,"C1",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"982",989,"6000003810","Decomet VP/13240 - GESPERRT",131279,2019-09-10,"C1",NA,"6000003527","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"983",990,"6000004468","Decomet VP/13240 - GESPERRT",131279,2019-10-31,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"984",991,"6000004728","Decomet VP/13240 - GESPERRT",131279,2019-11-27,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"985",992,"6000004748","Decomet VP/13240 - GESPERRT",131279,2019-12-02,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"986",993,"6000005004","Decomet VP/13240 - GESPERRT",131279,2020-01-20,"C1",NA,"6000004712","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"987",994,"6000005110","Decomet VP/13240 - GESPERRT",131279,2020-02-03,"C1",NA,"6000004712","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"988",995,"6000006004","Decomet VP/13240 - GESPERRT",131279,2020-04-16,"C1",NA,"6000004712","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"989",996,"6000006411","Decomet VP/13240 - GESPERRT",131279,2020-05-29,"Standard","beta","6000006267","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,"Standard Cailong","gamma",NA,NA
"990",997,"6000006416","Decomet VP/13240 - GESPERRT",131279,2020-05-28,"Standard","beta","6000006375","Decomet VP/13240 - GESPERRT",131279,2020-05-28,"Standard Cailong","gamma",NA,NA
"991",998,"6000006640","Decomet VP/14087 - GESPERRT",147466,2020-07-15,"C1",NA,"6000004984","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"992",999,"6000007687","Decomet VP/13240 - GESPERRT",131279,2020-11-11,"C1",NA,"7000000037","MetPETFoil-Al-AC0, bds4f14",109797,2020-08-26,NA,"gamma",NA,NA
"993",1000,"6000008356","Decomet VP/13240 - GESPERRT",131279,2021-01-25,"C1",NA,"7000000068","MetPETFoil-Al-AC0, bds4f14",109797,2020-09-16,NA,"gamma",NA,NA
"994",1001,"6000009060","Decomet VP/14087 - GESPERRT",147466,2021-03-28,"C1",NA,"6000005960","MetPETFoil-Al-NC0, bds2f, 250A",119524,2020-09-16,NA,"gamma",NA,NA
"995",1002,"6000009608","Decomet VP/14087 - GESPERRT",147466,2021-06-02,"C1",NA,"7000000219","MetPETFoil-Al-AC0, bds4f14",109797,2021-01-28,NA,"gamma",NA,NA
"996",1003,"6000009623","Decomet VP/13240 - GESPERRT",131279,2021-06-02,"C1",NA,"7000000218","MetPETFoil-Al-AC0, bds4f14",109797,2021-01-25,NA,"gamma",NA,NA
"997",1004,"6000009890","Decomet VP/14087 - GESPERRT",147466,2021-07-09,"C1",NA,"7000000220","MetPETFoil-Al-AC0, bds4f14",109797,2021-01-28,NA,"gamma",NA,NA
"998",1005,"6000010178","Decomet VP/14087 - GESPERRT",147466,2021-08-07,"C1",NA,"7000000224","MetPETFoil-Al-AC0, bds4f14",109797,2021-02-01,NA,"gamma",NA,NA
"999",1006,"6000010309","Decomet VP/13240 HALB",135709,2021-08-26,"C1",NA,"7000000335","MetPETFoil-Al-AC0, bds4f14",109797,2021-05-06,NA,"gamma",NA,NA
"1000",1007,"6000010507","Decomet VP/13240 HALB",135709,2021-09-20,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"1001",1008,"6000010783","Decomet VP/13240 HALB",135709,2021-10-28,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"1002",1009,"6000011062","Decomet VP/14087 HALB",156898,2021-11-24,"C1",NA,"6000006384","Decomet VP/14087 - GESPERRT",147466,2021-11-24,"C1","gamma",NA,NA
"1003",1010,"6000011476","Decomet VP/13240 HALB",135709,2022-01-27,"C1",NA,"7000000512","MetPETFoil-Al-AC0, bds4f14",109797,2021-09-08,NA,"gamma",NA,NA
"1004",1011,"6000011527","Decomet VP/14087 HALB",156898,2022-02-02,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"1005",1012,"6000011738","Decomet VP/14087 HALB",156898,2022-02-21,"C1",NA,"6000011527","Decomet VP/14087 HALB",156898,2022-02-21,"C1","gamma",NA,NA
"1006",1013,"6000012091","Decomet VP/14087 HALB",156898,2022-03-26,"C1",NA,"93500","MetPETFoil-Al-AC0, bds4f14",109797,2022-02-21,"C1","gamma",NA,NA
"1007",1014,"6000012183","Decomet VP/13240 HALB",135709,2022-03-30,"C1",NA,"6000012039","Decomet VP/13240 HALB",135709,2022-03-30,"Standard","gamma",NA,NA
"1008",1015,"6000012185","Decomet VP/14087 HALB GEM",157687,2022-03-31,"C1",NA,"6000011821","Decomet VP/14087 HALB",156898,2022-03-31,"C1","gamma",NA,NA
