"","id","batch","batch_material","batch_materialnumber","batch_manufacturingdate","batch_process","batch_type","predecessor","predecessor_material","predecessor_materialnumber","predecessor_manufacturingdate","predecessor_process","predecessor_type","tree","comments"
"1156",1163,"1000064234","SICA_6_21_FKU",135230,2021-07-16,"Standard",NA,"1000063443","SICA_6_21_FKU",135230,2021-07-16,"Standard",NA,NA,NA
"1157",1164,"1000066098","MOCA_6_21_YY_HOM",138122,2021-08-05,NA,NA,"1000064201","SICA_6_21_SLY_MIX",147493,2021-08-05,NA,NA,NA,NA
"1158",1165,"1000066737","SICA_6_21_SLY_MIX",147493,2021-08-12,NA,NA,"1000063444","SICA_6_21_SLY",137942,2021-08-12,NA,NA,NA,NA
"1159",1166,"1000066961","MOCA_6_21_YY_HOM",138122,2021-08-16,NA,NA,"1000062160","MOCA_6_21_YY_HOM",138122,2021-08-16,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1160",1167,"1000067495","MOCA_6_21_YY_HOM",138122,2021-08-25,NA,NA,"1000065385","SICA_6_21_SLY",137942,2021-10-21,NA,NA,NA,NA
"1161",1168,"1000072995","SICA_6_21_FKU",135230,2021-10-21,"Standard",NA,"1000065385","SICA_6_21_SLY",137942,2021-10-21,NA,NA,NA,NA
"1162",1169,"1000072995","SICA_6_21_FKU",135230,2021-10-21,"Standard",NA,"1000065385","SICA_6_21_SLY",137942,2021-10-21,NA,NA,NA,NA
"1163",1170,"1000075294","MOCA_6_21_YY_HOM",138122,2021-11-17,NA,NA,"1000074473","MOCA_6_21_YY_HOM",138122,2021-11-17,NA,NA,NA,NA
"1164",1171,"1000079031","MOCA_6_21_YY_HOM",138122,2022-01-21,NA,NA,"1000076334","SICA_6_21_SLY",137942,2022-01-21,"Standard",NA,NA,NA
"1165",1172,"1000079413","SICA_6_21_SLY",137942,2022-01-20,NA,NA,"1000079412","SICA_6_21_FKU",135230,2022-02-16,"Standard",NA,NA,NA
"1166",1173,"1000081851","SICA_6_21_SLY",137942,2022-02-16,"Standard",NA,"1000079412","SICA_6_21_FKU",135230,2022-02-16,"Standard",NA,NA,NA
"1167",1174,"1000081851","SICA_6_21_SLY",137942,2022-02-16,"Standard",NA,"1000079412","SICA_6_21_FKU",135230,2022-02-16,"Standard",NA,NA,NA
"1168",1175,"1000084006","MOCA_6_21_YY_HOM",138122,2022-03-13,NA,NA,"1000081851","SICA_6_21_SLY",137942,2022-03-13,"Standard","gamma",NA,NA
"1169",1176,"1000085895","SICA_3_21_FKU",149140,2022-03-31,NA,NA,"6000011139","Decomet VP/13240 HALB",135709,2022-05-20,"C1","gamma",NA,NA
"1170",1177,"1000089601","MOCA_6_21_YY_HOM",138122,2022-05-20,"Standard",NA,"6000011139","Decomet VP/13240 HALB",135709,2022-05-20,"C1","gamma",NA,NA
"1171",1178,"1000089601","MOCA_6_21_YY_HOM",138122,2022-05-20,"Standard",NA,"6000011139","Decomet VP/13240 HALB",135709,2022-05-20,"C1","gamma",NA,NA
"1172",1179,"1000090890","SICA_6_21_SLY",137942,2022-06-13,NA,NA,"1000090857","SICA_6_21_FKU",135230,2022-06-13,"Standard",NA,NA,NA
"1173",1180,"1000093532","SICA_6_21_SLY_MIX",147493,2022-07-13,NA,NA,"1000090890","SICA_6_21_SLY",137942,2022-07-13,NA,NA,NA,NA
"1174",1181,"6000002349","Decomet VP/13240 - GESPERRT",131279,2019-05-06,"C1",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"1175",1182,"6000002417","Decomet VP/13240 - GESPERRT",131279,2019-05-07,"C1",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"1176",1183,"6000003073","Decomet VP/13240 - GESPERRT",131279,2019-07-09,"C1",NA,"6000000557","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"1177",1184,"6000003220","Decomet VP/13240 - GESPERRT",131279,2019-07-15,"C1",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1178",1185,"6000003668","Decomet VP/13240 - GESPERRT",131279,2019-08-22,"C1",NA,"6000003527","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1179",1186,"6000003792","Decomet VP/13240 - GESPERRT",131279,2019-09-03,"C1",NA,"6000003527","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1180",1187,"6000003844","Decomet VP/14087 - GESPERRT",147466,2019-09-03,"Standard",NA,"6000003527","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1181",1188,"6000004819","Decomet VP/13240 - GESPERRT",131279,2019-12-09,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1182",1189,"6000005214","Decomet VP/13240 - GESPERRT",131279,2020-02-08,"C1",NA,"6000004712","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"1183",1190,"6000005359","Decomet VP/13240 - GESPERRT",131279,2020-02-19,"C1",NA,"6000004712","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"1184",1191,"6000005419","Decomet VP/13240 - GESPERRT",131279,2020-03-01,"C1",NA,"6000004712","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"1185",1192,"6000006375","Decomet VP/13240 - GESPERRT",131279,2020-05-25,"C1",NA,"6000006267","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"1186",1193,"6000006686","Decomet VP/13240 - GESPERRT",131279,2020-07-15,"C1",NA,"6000006392","MetPETFoil-Al-AC0, bds4f14",109797,2022-07-13,NA,NA,NA,NA
"1187",1194,"6000006994","Decomet VP/13240 - GESPERRT",131279,2020-09-01,"C1",NA,"7000000011","MetPETFoil-Al-AC0, bds4f14",109797,2020-06-03,NA,"gamma",NA,NA
"1188",1195,"6000007517","Decomet VP/13240 - GESPERRT",131279,2020-10-26,"C1",NA,"7000000034","MetPETFoil-Al-AC0, bds4f14",109797,2020-08-24,"Coating","gamma",NA,NA
"1189",1196,"6000007554","Decomet VP/13240 - GESPERRT",131279,2020-12-17,"Standard",NA,"7000000034","MetPETFoil-Al-AC0, bds4f14",109797,2020-08-24,"Coating","gamma",NA,NA
"1190",1197,"6000008760","Decomet VP/13240 - GESPERRT",131279,2021-02-25,"C1",NA,"7000000118","MetPETFoil-Al-AC0, bds4f14",109797,2020-10-29,NA,"gamma",NA,NA
"1191",1198,"6000009536","Decomet VP/13240 - GESPERRT",131279,2021-05-21,"C1",NA,"7000000117","MetPETFoil-Al-AC0, bds4f14",109797,2020-10-28,NA,"gamma",NA,NA
"1192",1199,"6000010255","Decomet VP/13240 HALB",135709,2021-08-20,"C1",NA,"7000000335","MetPETFoil-Al-AC0, bds4f14",109797,2021-05-06,NA,"gamma",NA,NA
"1193",1200,"6000010277","Decomet VP/13240 HALB",135709,2021-08-20,"C1",NA,"7000000336","MetPETFoil-Al-AC0, bds4f14",109797,2021-05-06,NA,"gamma",NA,NA
"1194",1201,"6000010281","Decomet VP/13240 HALB",135709,2021-08-20,"C1",NA,"6000009456","Decomet VP/13240 - GESPERRT",131279,2021-08-20,"C1","gamma",NA,NA
"1195",1202,"6000010553","Decomet VP/13240 HALB",135709,2021-09-29,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"1196",1203,"6000011023","Decomet VP/13240 HALB",135709,2022-11-22,"C1",NA,"7000000515","MetPETFoil-VERSUCHSMATERIAL",149062,2021-09-02,"Metalizing/Coating","gamma",NA,NA
"1197",1204,"6000011812","Decomet VP/13240 HALB",135709,2022-02-28,"C1",NA,"7000000574","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"1198",1205,"6000012359","Decomet VP/13240 HALB",135709,2022-04-24,"C1",NA,"7000000732","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-22,NA,"gamma",NA,NA
"1199",1206,"6000012598","Decomet VP/14087 HALB",156898,2022-05-18,"C1",NA,"93503","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-22,NA,"gamma",NA,NA
"1200",1207,"6000012749","Decomet VP/14087 HALB GEM",157687,2022-06-03,"C1",NA,"6000012537","Decomet VP/14087 HALB",156898,2022-06-03,"C1","gamma",NA,NA
"1201",1208,"6000012791","Decomet VP/13240 HALB",135709,2022-06-10,"C1",NA,"7000000650","MetPETFoil-Al-AC0, bds4f14",109797,2022-01-25,NA,"gamma",NA,NA
"1202",1209,"6000012862","Decomet VP/13240 HALB",135709,2022-06-22,"C1",NA,"7000000650","MetPETFoil-Al-AC0, bds4f14",109797,2022-01-25,NA,"gamma",NA,NA
"1203",1210,"6000012970","Decomet VP/13240 HALB",135709,2022-07-06,"C1",NA,"6000012300","Decomet VP/13240 HALB",135709,2022-07-06,"C1","gamma",NA,NA
"1204",1211,"6000013184","Decomet VP/13240 HALB",135709,2022-08-02,"C1",NA,"7000000654","MetPETFoil-Al-AC0, bds4f14",109797,2022-01-21,"Metalizing/Coating","gamma",NA,NA
"1205",1212,"6000013375","Decomet VP/13240 HALB",135709,2022-08-30,"C1",NA,"7000000728","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma",NA,NA
"1206",1213,"F1/101","SICA_6_21_FKU",135230,2019-02-11,"Standard",NA,"7000000728","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma",NA,NA
"1207",1214,"F1/108","SICA_6_21_FKU",135230,2019-04-26,NA,NA,"6000002154","Decomet VP/13240 - GESPERRT",131279,2019-04-26,"C1",NA,NA,NA
"1208",1215,"F1/111","SICA_6_21_FKU",135230,2019-05-21,"Umgearbeitete Ausgangscharge",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"1209",1216,"F1/139","SICA_6_21_FKU",135230,2020-01-16,"Standard",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"1210",1217,"F1/139","SICA_6_21_FKU",135230,2020-01-16,"Standard",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"1211",1218,"F1/148","SICA_6_21_FKU",135230,2020-03-20,"Standard",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"1212",1219,"F1/148","SICA_6_21_FKU",135230,2020-03-20,"Standard",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"1213",1220,"F1/156","SICA_3_21_FKU",149140,2020-07-20,NA,NA,"6000006542","Decomet VP/13240 - GESPERRT",131279,2020-07-20,"C1",NA,NA,NA
"1214",1221,"F1/157","SICA_3_21_FKU",149140,2020-09-17,"Umgearbeitete Ausgangscharge",NA,"6000006852","Decomet VP/13240 - GESPERRT",131279,2021-01-29,"C1","gamma",NA,NA
"1215",1222,"F1/165","SICA_6_21_FKU",135230,2021-01-29,"Standard",NA,"6000006852","Decomet VP/13240 - GESPERRT",131279,2021-01-29,"C1","gamma",NA,NA
"1216",1223,"F1/165","SICA_6_21_FKU",135230,2021-01-29,"Standard",NA,"6000006852","Decomet VP/13240 - GESPERRT",131279,2021-01-29,"C1","gamma",NA,NA
"1217",1224,"F1/SLY102","SICA_6_21_SLY",137942,2019-02-21,NA,NA,"F1/102","SICA_6_21_FKU",135230,2019-02-21,"Standard",NA,NA,NA
"1218",1225,"F1/SLY107","SICA_6_21_SLY",137942,2019-04-18,"Umgearbeitete Ausgangscharge",NA,"6000002030","Decomet VP/13240 - GESPERRT",131279,2019-04-18,"C1",NA,NA,NA
"1219",1226,"F1/SLY109","SICA_6_21_SLY",137942,2019-05-07,NA,NA,"F1/109","SICA_6_21_FKU",135230,2019-05-07,NA,NA,NA,NA
"1220",1227,"F1/SLY117","SICA_6_21_SLY",137942,2019-07-09,"Umgearbeitete Ausgangscharge",NA,"6000002662","Decomet VP/13240 - GESPERRT",131279,2019-07-09,"C1",NA,NA,NA
"1221",1228,"F1/SLY126","SICA_6_21_SLY",137942,2019-09-09,NA,NA,"F1/126","SICA_6_21_FKU",135230,2019-09-09,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1222",1229,"F1/SLY128","SICA_6_21_SLY",137942,2019-09-25,"Umgearbeitete Ausgangscharge",NA,"6000003792","Decomet VP/13240 - GESPERRT",131279,2019-09-25,"C1",NA,NA,NA
"1223",1230,"F1/SLY154","SICA_6_21_SLY",137942,2020-05-20,NA,NA,"F1/154","SICA_6_21_FKU",135230,2020-05-20,"Standard",NA,NA,NA
"1224",1231,"F1/SLY164","SICA_3_21_SLY",149141,2021-01-25,NA,NA,"F1/164","SICA_3_21_FKU",149140,2021-01-25,NA,NA,NA,NA
"1225",1232,"F12/HOM121","MOCA_6_21_YY_HOM",138122,2019-10-17,NA,NA,"SLY/MIX1","SICA_6_21_SLY_MIX",147493,2019-10-18,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1226",1233,"F12/HOM122","MOCA_6_21_YY_HOM",138122,2019-10-18,"Standard",NA,"SLY/MIX1","SICA_6_21_SLY_MIX",147493,2019-10-18,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1227",1234,"F12/HOM134","MOCA_6_21_YS_HOM",140489,2020-02-14,NA,NA,"F1/SLY139","SICA_6_21_SLY",137942,2020-02-14,NA,NA,NA,NA
"1228",1235,"F12/HOM137","MOCA_6_21_YS_HOM",140489,2020-04-24,NA,NA,"F1/SLY132","SICA_6_21_SLY",137942,2020-04-24,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1229",1236,"F12/HOM146","MOCA_6_21_YY_HOM",138122,2020-05-05,NA,NA,"F1/SLY150","SICA_6_21_SLY",137942,2021-01-22,"Standard",NA,NA,NA
"1230",1237,"F12/HOM159","MOCA_6_21_YS_HOM",140489,2021-01-22,"Standard",NA,"F1/SLY150","SICA_6_21_SLY",137942,2021-01-22,"Standard",NA,NA,NA
"1231",1238,"F12/HOM159","MOCA_6_21_YS_HOM",140489,2021-01-22,"Standard",NA,"F1/SLY150","SICA_6_21_SLY",137942,2021-01-22,"Standard",NA,NA,NA
"1232",1239,"F12/HOM94","MOCA_6_21_YY_HOM",138122,2019-05-08,NA,NA,"F1/SLY106","SICA_6_21_SLY",137942,2019-05-08,NA,NA,NA,NA
"1233",1240,"F12/HOM98","MOCA_6_21_YY_HOM",138122,2019-06-03,NA,NA,"F1/SLY109","SICA_6_21_SLY",137942,2019-06-03,NA,NA,NA,NA
"1234",1241,"SLY/MIX4","SICA_6_21_SLY_MIX",147493,2020-01-07,"Umgearbeitete Ausgangscharge",NA,"F1/SLY135","SICA_6_21_SLY",137942,2020-01-07,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1235",1242,"SLY/MIX9","SICA_6_21_SLY_MIX",147493,2020-08-27,"Umgearbeitete Ausgangscharge",NA,"F1/SLY153","SICA_6_21_SLY",137942,2021-02-25,NA,NA,NA,NA
"1236",1243,"1000051292","MOCA_3_21_OO_HOM",149149,2021-02-25,"Standard",NA,"F1/SLY153","SICA_6_21_SLY",137942,2021-02-25,NA,NA,NA,NA
"1237",1244,"1000051292","MOCA_3_21_OO_HOM",149149,2021-02-25,"Standard",NA,"F1/SLY153","SICA_6_21_SLY",137942,2021-02-25,NA,NA,NA,NA
"1238",1245,"1000057617","SICA_6_21_SLY",137942,2021-05-03,NA,NA,"1000057077","SICA_6_21_FKU",135230,2021-09-21,"Standard",NA,NA,NA
"1239",1246,"1000064429","SICA_6_21_SLY",137942,2021-07-27,"Standard",NA,"1000057077","SICA_6_21_FKU",135230,2021-09-21,"Standard",NA,NA,NA
"1240",1247,"1000064429","SICA_6_21_SLY",137942,2021-07-27,"Standard",NA,"1000057077","SICA_6_21_FKU",135230,2021-09-21,"Standard",NA,NA,NA
"1241",1248,"1000069024","SICA_6_21_FKU",135230,2021-09-14,"Standard",NA,"1000057077","SICA_6_21_FKU",135230,2021-09-21,"Standard",NA,NA,NA
"1242",1249,"1000069024","SICA_6_21_FKU",135230,2021-09-14,"Standard",NA,"1000057077","SICA_6_21_FKU",135230,2021-09-21,"Standard",NA,NA,NA
"1243",1250,"1000069483","SICA_6_21_SLY",137942,2021-09-21,"Standard",NA,"1000057077","SICA_6_21_FKU",135230,2021-09-21,"Standard",NA,NA,NA
"1244",1251,"1000069483","SICA_6_21_SLY",137942,2021-09-21,"Standard",NA,"1000057077","SICA_6_21_FKU",135230,2021-09-21,"Standard",NA,NA,NA
"1245",1252,"1000073179","MOCA_6_21_YY_HOM",138122,2021-11-08,NA,NA,"1000072405","SICA_6_21_SLY",137942,2021-11-08,NA,NA,NA,NA
"1246",1253,"1000074473","MOCA_6_21_YY_HOM",138122,2021-11-11,"Umgearbeitete Ausgangscharge",NA,"1000072995","SICA_6_21_FKU",135230,2021-11-11,"Standard",NA,NA,NA
"1247",1254,"1000075295","MOCA_6_21_YY_HOM",138122,2021-11-26,NA,NA,"1000073179","MOCA_6_21_YY_HOM",138122,2021-11-26,NA,NA,NA,NA
"1248",1255,"1000076332","SICA_6_21_SLY",137942,2021-12-06,NA,NA,"1000075371","SICA_6_21_FKU",135230,2021-12-06,"Standard",NA,NA,NA
"1249",1256,"1000079026","MOCA_6_21_YY_HOM",138122,2022-01-15,NA,NA,"1000078506","MOCA_6_21_YY_HOM",138122,2022-02-24,NA,NA,NA,NA
"1250",1257,"1000079412","SICA_6_21_FKU",135230,2022-01-18,"Standard",NA,"1000078506","MOCA_6_21_YY_HOM",138122,2022-02-24,NA,NA,NA,NA
"1251",1258,"1000079412","SICA_6_21_FKU",135230,2022-01-18,"Standard",NA,"1000078506","MOCA_6_21_YY_HOM",138122,2022-02-24,NA,NA,NA,NA
"1252",1259,"1000082836","SICA_6_21_FKU",135230,2022-02-24,"Standard",NA,"1000078506","MOCA_6_21_YY_HOM",138122,2022-02-24,NA,NA,NA,NA
"1253",1260,"1000082836","SICA_6_21_FKU",135230,2022-02-24,"Standard",NA,"1000078506","MOCA_6_21_YY_HOM",138122,2022-02-24,NA,NA,NA,NA
"1254",1261,"1000084014","SICA_3_21_SLY",149141,2022-03-17,NA,NA,"1000083997","SICA_3_21_FKU",149140,2022-03-17,NA,NA,NA,NA
"1255",1262,"1000084749","MOCA_6_21_YY_HOM",138122,2022-03-18,NA,NA,"1000082965","SICA_6_21_SLY",137942,2022-08-29,NA,NA,NA,NA
"1256",1263,"1000093163","MOCA_6_21_YY_HOM",138122,2022-09-23,"Standard",NA,"1000082965","SICA_6_21_SLY",137942,2022-08-29,NA,NA,NA,NA
"1257",1264,"1000093163","MOCA_6_21_YY_HOM",138122,2022-09-23,"Standard",NA,"1000082965","SICA_6_21_SLY",137942,2022-08-29,NA,NA,NA,NA
"1258",1265,"1000096254","MOCA_3_21_OO_HOM",149149,2022-08-29,"Standard",NA,"1000082965","SICA_6_21_SLY",137942,2022-08-29,NA,NA,NA,NA
"1259",1266,"1000096254","MOCA_3_21_OO_HOM",149149,2022-08-29,"Standard",NA,"1000082965","SICA_6_21_SLY",137942,2022-08-29,NA,NA,NA,NA
"1260",1267,"6000002274","Decomet VP/13240 - GESPERRT",131279,2019-04-17,"C1",NA,"6000002207","Decomet VP/13240 - GESPERRT",131279,2019-04-17,"C1",NA,NA,NA
"1261",1268,"6000003272","Decomet VP/13240 - GESPERRT",131279,2019-07-23,"C1",NA,"6000002967","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1262",1269,"6000003925","Decomet VP/13240 - GESPERRT",131279,2019-09-12,"C1",NA,"6000003527","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1263",1270,"6000004326","Decomet VP/13240 - GESPERRT",131279,2019-10-18,"C1",NA,"6000004112","MetPETFoil-Al-AC0, bds4f14",109797,2019-04-17,"C1",NA,NA,NA
"1264",1271,"6000004785","Decomet VP/13240 - GESPERRT",131279,2019-12-04,"C1",NA,"6000003220","Decomet VP/13240 - GESPERRT",131279,2019-12-04,"C1","gamma",NA,NA
"1265",1272,"6000005327","Decomet VP/13240 - GESPERRT",131279,2020-02-17,"C1",NA,"6000004712","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"1266",1273,"6000005622","Decomet VP/13240 - GESPERRT",131279,2020-03-19,"C1",NA,"6000004712","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"1267",1274,"6000006685","Decomet VP/13240 - GESPERRT",131279,2020-07-15,"C1",NA,"6000004984","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"1268",1275,"6000006824","Decomet VP/13240 - GESPERRT",131279,2020-07-30,"C1",NA,"6000004984","MetPETFoil-Al-AC0, bds4f14",109797,2019-12-04,"C1","gamma",NA,NA
"1269",1276,"6000007076","Decomet VP/13240 - GESPERRT",131279,2020-09-10,"C1",NA,"7000000013","MetPETFoil-Al-AC0, bds4f14",109797,2020-06-04,NA,"gamma",NA,NA
"1270",1277,"6000007510","Decomet VP/14087 - GESPERRT",147466,2020-10-22,"C1",NA,"6000007412","Decomet VP/14087 - GESPERRT",147466,2020-10-22,"C1","gamma",NA,NA
"1271",1278,"6000008400","Decomet VP/13240 - GESPERRT",131279,2021-01-28,"C1",NA,"7000000037","MetPETFoil-Al-AC0, bds4f14",109797,2020-08-26,NA,"gamma",NA,NA
"1272",1279,"6000009969","Decomet VP/14087 - GESPERRT",147466,2021-07-15,"C1",NA,"7000000222","MetPETFoil-Al-AC0, bds4f14",109797,2021-01-29,NA,"gamma",NA,NA
"1273",1280,"6000010019","Decomet VP/13240 - GESPERRT",131279,2021-07-19,"C1",NA,"6000009538","Decomet VP/13240 - GESPERRT",131279,2021-07-19,"C1","gamma",NA,NA
"1274",1281,"6000010466","Decomet VP/13240 HALB",135709,2021-09-14,"C1",NA,"6000010349","Decomet VP/13240 HALB",135709,2021-09-14,"C1","gamma",NA,NA
"1275",1282,"6000010577","Decomet VP/13240 HALB",135709,2021-10-04,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"1276",1283,"6000010680","Decomet VP/13240 HALB",135709,2021-10-18,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"1277",1284,"6000011158","Decomet VP/13240 HALB",135709,2021-12-08,"C1",NA,"7000000513","MetPETFoil-Al-AC0, bds4f14",109797,2021-09-08,NA,"gamma",NA,NA
"1278",1285,"6000011477","Decomet VP/13240 HALB",135709,2022-01-31,"C1",NA,"7000000511","MetPETFoil-Al-AC0, bds4f14",109797,2021-09-07,NA,"gamma",NA,NA
"1279",1286,"6000011587","Decomet VP/13240 HALB",135709,2022-02-07,"C1",NA,"7000000512","MetPETFoil-Al-AC0, bds4f14",109797,2021-09-08,NA,"gamma",NA,NA
"1280",1287,"6000011665","Decomet VP/13240 HALB",135709,2022-02-15,"C1",NA,"7000000510","MetPETFoil-Al-AC0, bds4f14",109797,2021-09-07,NA,"gamma",NA,NA
"1281",1288,"6000011835","Decomet VP/13240 HALB",135709,2022-03-03,"C1",NA,"7000000574","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"1282",1289,"6000012237","Decomet VP/14087 HALB",156898,2022-04-07,"C1",NA,"6000005006","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-23,NA,"gamma",NA,NA
"1283",1290,"6000012493","Decomet VP/14087 HALB GEM",157687,2022-05-04,"C1",NA,"6000012310","Decomet VP/14087 HALB",156898,2022-05-04,"C1","gamma",NA,NA
"1284",1291,"6000012538","Decomet VP/13240 HALB",135709,2022-05-12,"C1",NA,"7000000578","MetPETFoil-Al-AC0, bds4f14",109797,2021-10-27,NA,"gamma",NA,NA
"1285",1292,"6000013376","Decomet VP/13240 HALB",135709,2022-08-30,"C1",NA,"7000000729","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma",NA,NA
"1286",1293,"F1/103","SICA_6_21_FKU",135230,2019-02-21,"Standard",NA,"7000000729","MetPETFoil-Al-AC0, bds4f14",109797,2022-03-23,NA,"gamma",NA,NA
"1287",1294,"F1/113","SICA_6_21_FKU",135230,2019-06-05,NA,NA,"6000002481","Decomet VP/13240 - GESPERRT",131279,2019-06-05,"C1",NA,NA,NA
"1288",1295,"F1/119","SICA_6_21_FKU",135230,2019-07-26,"Umgearbeitete Ausgangscharge",NA,"6000002122","MetPETFoil-Al-AC0, bds4f14",109797,2019-06-05,"C1",NA,NA,NA
"1289",1296,"F1/135","SICA_6_21_FKU",135230,2019-11-14,NA,NA,"6000003925","Decomet VP/13240 - GESPERRT",131279,2020-04-01,"C1",NA,NA,NA
"1290",1297,"F1/151","SICA_6_21_FKU",135230,2020-04-01,"Standard",NA,"6000003925","Decomet VP/13240 - GESPERRT",131279,2020-04-01,"C1",NA,NA,NA
"1291",1298,"F1/151","SICA_6_21_FKU",135230,2020-04-01,"Standard",NA,"6000003925","Decomet VP/13240 - GESPERRT",131279,2020-04-01,"C1",NA,NA,NA
"1292",1299,"F1/158","SICA_3_21_FKU",149140,2020-09-30,"Umgearbeitete Ausgangscharge",NA,"7000000012","MetPETFoil-Al-AC0, bds4f14",109797,2020-06-03,NA,NA,NA,NA
"1293",1300,"F1/SLY116","SICA_6_21_SLY",137942,2019-07-02,NA,NA,"F1/116","SICA_6_21_FKU",135230,2019-07-02,NA,"gamma",NA,NA
"1294",1301,"F1/SLY133","SICA_6_21_SLY",137942,2019-10-29,"Umgearbeitete Ausgangscharge",NA,"6000002959","Decomet VP/13240 - GESPERRT",131279,2019-10-29,"C1",NA,NA,NA
"1295",1302,"F1/SLY152","SICA_6_21_SLY",137942,2020-05-11,NA,NA,"F1/152","SICA_6_21_FKU",135230,2020-05-11,"Standard",NA,NA,NA
"1296",1303,"F1/SLY166","SICA_3_21_SLY",149141,2021-03-02,NA,NA,"F1/166","SICA_3_21_FKU",149140,2021-03-02,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1297",1304,"F12/HOM123","MOCA_6_21_YY_HOM",138122,2019-10-25,NA,NA,"F1/SLY129","SICA_6_21_SLY",137942,2019-10-25,NA,"gamma",NA,NA
"1298",1305,"F12/HOM131","MOCA_6_21_YY_HOM",138122,2020-01-20,NA,NA,"SLY/MIX4","SICA_6_21_SLY_MIX",147493,2020-01-20,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1299",1306,"F12/HOM132","MOCA_6_21_YS_HOM",140489,2020-02-04,NA,NA,"F1/SLY119","SICA_6_21_SLY",137942,2020-02-04,NA,NA,NA,NA
"1300",1307,"F12/HOM145","MOCA_6_21_YY_HOM",138122,2020-04-23,NA,NA,"F1/SLY149","SICA_6_21_SLY",137942,2020-04-23,"Standard",NA,NA,NA
"1301",1308,"F12/HOM154","MOCA_6_21_YY_HOM",138122,2020-09-22,NA,NA,"SLY/MIX9","SICA_6_21_SLY_MIX",147493,2019-02-26,"Umgearbeitete Ausgangscharge",NA,NA,NA
"1302",1309,"F12/HOM70","MOCA_6_21_YY_HOM",138122,2019-05-03,"Standard",NA,"SLY/MIX9","SICA_6_21_SLY_MIX",147493,2019-02-26,"Umgearbeitete Ausgangscharge",NA,NA,NA
